Province	Electoral District Name/Nom de circonscription	Electoral District Number/Numéro de circonscription	Candidate/Candidat	Candidate Residence/Résidence du candidat	Candidate Occupation/Profession du candidat	Votes Obtained/Votes obtenus	Percentage of Votes Obtained /Pourcentage des votes obtenus	Majority/Majorité	Majority Percentage/Pourcentage de majorité
British Columbia/Colombie-Britannique	Mission--Matsqui--Abbotsford	59018	Jules Côté NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Abbotsford, B.C./ C.-B.	Farmer/Agriculteur	2745	4.6		
British Columbia/Colombie-Britannique	Mission--Matsqui--Abbotsford	59018	John Kidder Green Party/Parti Vert	Vancouver, B.C./ C.-B.	Entrepreneur/Entrepreneur	723	1.2		
British Columbia/Colombie-Britannique	Mission--Matsqui--Abbotsford	59018	Kevin Sinclair People's Party - PPC/Parti populaire - PPC	Abbotsford, B.C./ C.-B.	Truck Driver/Camionneur	502	0.8		
British Columbia/Colombie-Britannique	Nanaimo--Ladysmith	59019	Tamara Kronis Conservative/Conservateur	Nanaimo, B.C./ C.-B.	Lawyer/Avocate	26381	35.5	5725	7.7
British Columbia/Colombie-Britannique	Nanaimo--Ladysmith	59019	Michelle Corfield Liberal/Libéral	Nanaimo, B.C./ C.-B.	Consultant/Consultante	20656	27.8		
British Columbia/Colombie-Britannique	Nanaimo--Ladysmith	59019	Lisa Marie Barron ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Nanaimo, B.C./ C.-B.	Parliamentarian/Parlementaire	13586	18.3		
British Columbia/Colombie-Britannique	Nanaimo--Ladysmith	59019	Paul Manly Green Party/Parti Vert	Nanaimo, B.C./ C.-B.	City Councillor/Conseiller municipal	13485	18.1		
British Columbia/Colombie-Britannique	Nanaimo--Ladysmith	59019	Stephen Welton People's Party - PPC/Parti populaire - PPC	Nanaimo, B.C./ C.-B.	Retired/À la retraite	289	0.4		
British Columbia/Colombie-Britannique	New Westminster--Burnaby--Maillardville	59020	Jake Sawatzky Liberal/Libéral	White Rock, B.C./ C.-B.	Instructional Facilitator/Animateur pédagogique	19547	35.1	1973	3.5
British Columbia/Colombie-Britannique	New Westminster--Burnaby--Maillardville	59020	Peter Julian ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique	New Westminster, B.C./ C.-B.	Parliamentarian/Parlementaire	17574	31.5		
British Columbia/Colombie-Britannique	New Westminster--Burnaby--Maillardville	59020	Indy Panchi Conservative/Conservateur	New Westminster, B.C./ C.-B.	Real Estate Agent/Agent d'immeubles	17507	31.4		
British Columbia/Colombie-Britannique	New Westminster--Burnaby--Maillardville	59020	Tara Shushtarian Green Party/Parti Vert	Burnaby, B.C./ C.-B.	Social / Climate Justice Advocate/Militante pour la justice sociale et le climat	690	1.2		
British Columbia/Colombie-Britannique	New Westminster--Burnaby--Maillardville	59020	Lourence Almonte Singh Independent/Indépendant(e)	Surrey, B.C./ C.-B.	Self-Employed Realtor/Agent d'immeubles indépendant	385	0.7		
British Columbia/Colombie-Britannique	North Island--Powell River	59021	Aaron Gunn Conservative/Conservateur	Campbell River, B.C./ C.-B.	Filmmaker/Cinéaste	31356	38.7	4999	6.2
British Columbia/Colombie-Britannique	North Island--Powell River	59021	Tanille Johnston NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Campbell River, B.C./ C.-B.	Primary Care Regional Manager/Directeur régional de soins de première ligne	26357	32.6		
British Columbia/Colombie-Britannique	North Island--Powell River	59021	Jennifer Lash Liberal/Libéral	Sointula, B.C./ C.-B.	Senior Policy Advisor/Conseillère principale en politiques	21218	26.2		
British Columbia/Colombie-Britannique	North Island--Powell River	59021	Jessica Wegg Green Party/Parti Vert	Comox, B.C./ C.-B.	Lawyer/Avocate	1505	1.9		
British Columbia/Colombie-Britannique	North Island--Powell River	59021	Paul Macknight People's Party - PPC/Parti populaire - PPC	Courtenay, B.C./ C.-B.	Painter/Artiste-peintre	341	0.4		
British Columbia/Colombie-Britannique	North Island--Powell River	59021	Glen Staples Independent/Indépendant(e)	Courtenay, B.C./ C.-B.	Retired Math Instructor/Professeur de mathématiques à la retraite	152	0.2		
British Columbia/Colombie-Britannique	North Vancouver--Capilano	59022	Jonathan Wilkinson ** Liberal/Libéral	North Vancouver, B.C./ C.-B.	Parliamentarian / Businessman/Parlementaire et homme d'affaires	37907	59.8	16568	26.1
British Columbia/Colombie-Britannique	North Vancouver--Capilano	59022	Stephen Curran Conservative/Conservateur	North Vancouver, B.C./ C.-B.	Lawyer/Avocat	21339	33.7		
British Columbia/Colombie-Britannique	North Vancouver--Capilano	59022	Tammy Bentz NDP-New Democratic Party/NPD-Nouveau Parti démocratique	North Vancouver, B.C./ C.-B.	Script Supervisor/Chef scénariste	2684	4.2		
British Columbia/Colombie-Britannique	North Vancouver--Capilano	59022	Andrew Robinson Green Party/Parti Vert	North Vancouver, B.C./ C.-B.	Consultant/Consultant	1076	1.7		
British Columbia/Colombie-Britannique	North Vancouver--Capilano	59022	Ehsan Arjmand People's Party - PPC/Parti populaire - PPC	West Vancouver, B.C./ C.-B.	Engineer/Ingénieur	256	0.4		
British Columbia/Colombie-Britannique	North Vancouver--Capilano	59022	Oliver King Independent/Indépendant(e)	North Vancouver, B.C./ C.-B.	Investor/Investisseur	102	0.2		
British Columbia/Colombie-Britannique	Okanagan Lake West--South Kelowna/Okanagan Lake-Ouest--Kelowna-Sud	59023	Dan Albas ** Conservative/Conservateur	Peachland, B.C./ C.-B.	Parliamentarian/Parlementaire	33219	50.9	4392	6.7
British Columbia/Colombie-Britannique	Okanagan Lake West--South Kelowna/Okanagan Lake-Ouest--Kelowna-Sud	59023	Juliette Sicotte Liberal/Libéral	Kelowna, B.C./ C.-B.	Sales/Vente	28827	44.2		
British Columbia/Colombie-Britannique	Okanagan Lake West--South Kelowna/Okanagan Lake-Ouest--Kelowna-Sud	59023	Harpreet Badohal NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Kelowna, B.C./ C.-B.	Occupational Hygienist/Hygiéniste du travail 	2189	3.4		
British Columbia/Colombie-Britannique	Okanagan Lake West--South Kelowna/Okanagan Lake-Ouest--Kelowna-Sud	59023	Louise Lecouffe Green Party/Parti Vert	Salmon Arm, B.C./ C.-B.	Farmer/Agricultrice	602	0.9		
British Columbia/Colombie-Britannique	Okanagan Lake West--South Kelowna/Okanagan Lake-Ouest--Kelowna-Sud	59023	Debbie Robinson People's Party - PPC/Parti populaire - PPC	Lake Country, B.C./ C.-B.	Retired/À la retraite	307	0.5		
British Columbia/Colombie-Britannique	Okanagan Lake West--South Kelowna/Okanagan Lake-Ouest--Kelowna-Sud	59023	Gary Suddard Canadian Future Party/Parti Avenir Canadien	Summerland, B.C./ C.-B.	Retired/À la retraite	90	0.1		
British Columbia/Colombie-Britannique	Pitt Meadows--Maple Ridge	59024	Marc Dalton ** Conservative/Conservateur	Maple Ridge, B.C./ C.-B.	Parliamentarian/Parlementaire	31924	47.4	1196	1.8
British Columbia/Colombie-Britannique	Pitt Meadows--Maple Ridge	59024	Angie Rowell Liberal/Libéral	Maple Ridge, B.C./ C.-B.	Account Manager/Chargée de comptes	30728	45.6		
British Columbia/Colombie-Britannique	Pitt Meadows--Maple Ridge	59024	Daniel Heydenrych NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Coquitlam, B.C./ C.-B.	Security Consultant/Consultant en sécurité	4141	6.2		
British Columbia/Colombie-Britannique	Pitt Meadows--Maple Ridge	59024	Chris Lehner People's Party - PPC/Parti populaire - PPC	Maple Ridge, B.C./ C.-B.	Database Systems Administrator/Administrateur de systèmes de bases de données	368	0.5		
British Columbia/Colombie-Britannique	Pitt Meadows--Maple Ridge	59024	Peter Buddle Parti Rhinocéros Party/Parti Rhinocéros Party	Maple Ridge, B.C./ C.-B.	Retired Teacher/Enseignant à la retraite	172	0.3		
British Columbia/Colombie-Britannique	Port Moody--Coquitlam	59025	Zoe Royer Liberal/Libéral	Port Moody, B.C./ C.-B.	School Trustee / Growth Officer/Conseillère scolaire et agente de croissance	27074	43.5	1948	3.1
British Columbia/Colombie-Britannique	Port Moody--Coquitlam	59025	Paul Lambert Conservative/Conservateur	Coquitlam, B.C./ C.-B.	Business Consultant/Consultant en affaires	25126	40.4		
British Columbia/Colombie-Britannique	Port Moody--Coquitlam	59025	Bonita Zarrillo ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Coquitlam, B.C./ C.-B.	Parliamentarian/Parlementaire	9360	15		
British Columbia/Colombie-Britannique	Port Moody--Coquitlam	59025	Nash Milani Green Party/Parti Vert	Port Moody, B.C./ C.-B.	Recreation Clerk/Commis de récréation	519	0.8		
British Columbia/Colombie-Britannique	Port Moody--Coquitlam	59025	Roland Verrier Marxist-Leninist/Marxiste-Léniniste	Coquitlam, B.C./ C.-B.	Electrician/Électricien	117	0.2		
British Columbia/Colombie-Britannique	Prince George--Peace River--Northern Rockies	59026	Bob Zimmer ** Conservative/Conservateur	Fort St. John, B.C./ C.-B.	Parliamentarian/Parlementaire	41956	71.1	30411	51.6
British Columbia/Colombie-Britannique	Prince George--Peace River--Northern Rockies	59026	Peter Njenga Liberal/Libéral	Nanoose Bay, B.C./ C.-B.	Realtor/Courtier immobilier	11545	19.6		
British Columbia/Colombie-Britannique	Prince George--Peace River--Northern Rockies	59026	Cory Grizz Longley NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Dawson Creek, B.C./ C.-B.	Facilities Maintenance/Entretien des installations	3542	6		
British Columbia/Colombie-Britannique	Prince George--Peace River--Northern Rockies	59026	Mary Forbes Green Party/Parti Vert	Williams Lake, B.C./ C.-B.	School Trustee / Vice-Chair/Conseillère scolaire et vice-présidente	1259	2.1		
British Columbia/Colombie-Britannique	Prince George--Peace River--Northern Rockies	59026	David Watson People's Party - PPC/Parti populaire - PPC	Bear Lake, B.C./ C.-B.	Postmaster/Maître de poste	690	1.2		
British Columbia/Colombie-Britannique	Richmond Centre--Marpole/Richmond-Centre--Marpole	59027	Chak Au Conservative/Conservateur	Richmond, B.C./ C.-B.	City Councillor/Conseiller municipal	23532	49.6	2300	4.8
British Columbia/Colombie-Britannique	Richmond Centre--Marpole/Richmond-Centre--Marpole	59027	Wilson Miao ** Liberal/Libéral	Richmond, B.C./ C.-B.	Real Estate Consultant/Consultant en immobilier	21232	44.7		
British Columbia/Colombie-Britannique	Richmond Centre--Marpole/Richmond-Centre--Marpole	59027	Martin Li NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Richmond, B.C./ C.-B.	Human Resources Professional/Professionnelle des ressources humaines	2109	4.4		
British Columbia/Colombie-Britannique	Richmond Centre--Marpole/Richmond-Centre--Marpole	59027	Michael Sisler Green Party/Parti Vert	Vancouver, B.C./ C.-B.	Shuttle Operator/Opérateur de navette	420	0.9		
British Columbia/Colombie-Britannique	Richmond Centre--Marpole/Richmond-Centre--Marpole	59027	David Wang People's Party - PPC/Parti populaire - PPC	Nanaimo, B.C./ C.-B.	Unemployed/Sans emploi	193	0.4		
British Columbia/Colombie-Britannique	Richmond East--Steveston/Richmond-Est--Steveston	59028	Parm Bains ** Liberal/Libéral	Richmond, B.C./ C.-B.	Parliamentarian/Parlementaire	25705	48.4	1100	2.1
British Columbia/Colombie-Britannique	Richmond East--Steveston/Richmond-Est--Steveston	59028	Zach Segal Conservative/Conservateur	Richmond, B.C./ C.-B.	Public Affairs Advisor/Conseiller en affaires publiques	24605	46.4		
British Columbia/Colombie-Britannique	Richmond East--Steveston/Richmond-Est--Steveston	59028	Keefer Pelech NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Richmond, B.C./ C.-B.	Senior Ministerial Advisor/Conseiller ministériel principal	2251	4.2		
British Columbia/Colombie-Britannique	Richmond East--Steveston/Richmond-Est--Steveston	59028	Steven Ji Green Party/Parti Vert	Richmond, B.C./ C.-B.	Financial Investor/Investisseur financier	494	0.9		
British Columbia/Colombie-Britannique	Saanich--Gulf Islands	59029	Elizabeth May ** Green Party/Parti Vert	Sidney, B.C./ C.-B.	Parliamentarian/Parlementaire	31199	39.1	5790	7.3
British Columbia/Colombie-Britannique	Saanich--Gulf Islands	59029	David Beckham Liberal/Libéral	Sidney, B.C./ C.-B.	Renewable Energy Consultant/Consultant en énergie renouvelable	25409	31.8		
British Columbia/Colombie-Britannique	Saanich--Gulf Islands	59029	Cathie Ounsted Conservative/Conservateur	Saanichton, B.C./ C.-B.	Accountant/Comptable	20015	25.1		
British Columbia/Colombie-Britannique	Saanich--Gulf Islands	59029	Colin Plant NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Saanich, B.C./ C.-B.	Teacher/Enseignant	3163	4		
British Columbia/Colombie-Britannique	Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest	59030	Helena Konanz Conservative/Conservateur	Penticton, B.C./ C.-B.	City Councillor/Conseillère municipale	30054	44.1	4623	6.8
British Columbia/Colombie-Britannique	Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest	59030	Gloria Morgan Liberal/Libéral	Enderby, B.C./ C.-B.	Retired Lawyer/Avocate à la retraite	25431	37.3		
British Columbia/Colombie-Britannique	Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest	59030	Linda Sankey NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Penticton, B.C./C.-B.	Executive Director, SOS Brain Injury Society/Directrice générale, SOS Brain Injury Society	11033	16.2		
British Columbia/Colombie-Britannique	Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest	59030	Philip Mansfield Green Party/Parti Vert	Penticton, B.C./ C.-B.	Software Engineering Manager/Gestionnaire en génie logiciel	1044	1.5		
British Columbia/Colombie-Britannique	Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest	59030	Barry Dewar People's Party - PPC/Parti populaire - PPC	Osoyoos, B.C./ C.-B.	Retired/À la retraite	654	1		
British Columbia/Colombie-Britannique	Skeena--Bulkley Valley	59031	Ellis Ross Conservative/Conservateur	Kitimat, B.C./ C.-B.	Former Legislator/Ex-législateur	21202	47.2	3525	7.8
British Columbia/Colombie-Britannique	Skeena--Bulkley Valley	59031	Taylor Bachrach ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Smithers, B.C./ C.-B.	Parliamentarian/Parlementaire	17677	39.3		
British Columbia/Colombie-Britannique	Skeena--Bulkley Valley	59031	Inderpal Dhillon Liberal/Libéral	Terrace, B.C./ C.-B.	Self-Employed / City Councillor/Travailleur indépendant et conseiller municipal	4923	11		
British Columbia/Colombie-Britannique	Skeena--Bulkley Valley	59031	Rod Taylor Christian Heritage Party/Parti de l'Héritage Chrétien	Telkwa, B.C./ C.-B.	Author/Auteur	602	1.3		
British Columbia/Colombie-Britannique	Skeena--Bulkley Valley	59031	Adeana Young Green Party/Parti Vert	Masset, B.C./ C.-B.	First Nations Language Teacher/Professeure des langues des Premières Nations	528	1.2		
British Columbia/Colombie-Britannique	South Surrey--White Rock/Surrey-Sud--White Rock	59032	Ernie Klassen Liberal/Libéral	White Rock, B.C./ C.-B.	Self-Employed Florist/Fleuriste indépendante	33094	50.5	3170	4.8
British Columbia/Colombie-Britannique	South Surrey--White Rock/Surrey-Sud--White Rock	59032	Kerry-Lynne Findlay ** Conservative/Conservateur	Surrey, B.C./ C.-B.	Parliamentarian/Parlementaire	29924	45.7		
British Columbia/Colombie-Britannique	South Surrey--White Rock/Surrey-Sud--White Rock	59032	Jureun Park NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Nanaimo, B.C./ C.-B.	Hotel Manager/Gérant d'hôtel	1634	2.5		
British Columbia/Colombie-Britannique	South Surrey--White Rock/Surrey-Sud--White Rock	59032	Christine Kinnie Green Party/Parti Vert	Surrey, B.C./ C.-B.	Secretary, School District 36/Secrétaire, district scolaire 36	875	1.3		
British Columbia/Colombie-Britannique	Surrey Centre/Surrey-Centre	59033	Randeep Sarai ** Liberal/Libéral	Surrey, B.C./ C.-B.	Parliamentarian/Parlementaire	19900	48	1980	4.8
British Columbia/Colombie-Britannique	Surrey Centre/Surrey-Centre	59033	Rajvir Dhillon Conservative/Conservateur	Surrey, B.C./ C.-B.	Lawyer/Avocat	17920	43.2		
British Columbia/Colombie-Britannique	Surrey Centre/Surrey-Centre	59033	Dominic Denofrio NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Vancouver, B.C./ C.-B.	Constituency Assistant/Adjoint de circonscription	2811	6.8		
British Columbia/Colombie-Britannique	Surrey Centre/Surrey-Centre	59033	Krishan Khurana Green Party/Parti Vert	Vancouver, B.C./ C.-B.	Customer Service/Service à la clientèle	395	1		
British Columbia/Colombie-Britannique	Surrey Centre/Surrey-Centre	59033	Beverly Tanchak People's Party - PPC/Parti populaire - PPC	Surrey, B.C./ C.-B.	Retired/À la retraite	246	0.6		
British Columbia/Colombie-Britannique	Surrey Centre/Surrey-Centre	59033	Ryan Abbott Communist/Communiste	Surrey, B.C./ C.-B.	Industrial Painter / Sandblaster/Peintre industriel et nettoyeur au jet de sable	182	0.4		
British Columbia/Colombie-Britannique	Surrey Newton	59034	Sukh Dhaliwal ** Liberal/Libéral	Surrey, B.C./ C.-B.	Parliamentarian/Parlementaire	20263	49.5	2240	5.5
British Columbia/Colombie-Britannique	Surrey Newton	59034	Harjit Singh Gill Conservative/Conservateur	Surrey, B.C./ C.-B.	Radio Broadcaster/Animateur radio	18023	44		
British Columbia/Colombie-Britannique	Surrey Newton	59034	Raj Singh Toor NDP-New Democratic Party/NPD-Nouveau Parti démocratique	White Rock, B.C./C.-B.	Retired/À la retraite	2467	6		
British Columbia/Colombie-Britannique	Surrey Newton	59034	Salman Zafar Communist/Communiste	Surrey, B.C./ C.-B.	Claims Adjuster/Expert en sinistres	222	0.5		
British Columbia/Colombie-Britannique	Vancouver Centre/Vancouver-Centre	59035	Hedy Fry ** Liberal/Libéral	Vancouver, B.C./ C.-B.	Parliamentarian/Parlementaire	29855	55.2	13487	24.9
British Columbia/Colombie-Britannique	Vancouver Centre/Vancouver-Centre	59035	Elaine Allan Conservative/Conservateur	Vancouver, B.C./ C.-B.	Management Consultant/Consultante en gestion	16368	30.3		
British Columbia/Colombie-Britannique	Vancouver Centre/Vancouver-Centre	59035	Avi Lewis NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Vancouver, B.C./ C.-B.	Associate Professor (UBC) / Filmmaker/Professeur agrégé (UBC) et cinéaste	6807	12.6		
British Columbia/Colombie-Britannique	Vancouver Centre/Vancouver-Centre	59035	Scott MacDonald Green Party/Parti Vert	Vancouver, B.C./ C.-B.	Medical Doctor - General Practice/Médecin généraliste	757	1.4		
British Columbia/Colombie-Britannique	Vancouver Centre/Vancouver-Centre	59035	Christopher Varga People's Party - PPC/Parti populaire - PPC	Vancouver, B.C./ C.-B.	Real Estate Agent/Agent d'immeubles	211	0.4		
British Columbia/Colombie-Britannique	Vancouver Centre/Vancouver-Centre	59035	Drew William McPherson Independent/Indépendant(e)	Vancouver, B.C./ C.-B.	Self-Employed/Travailleur indépendant	63	0.1		
British Columbia/Colombie-Britannique	Vancouver East/Vancouver-Est	59036	Jenny Kwan ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Vancouver, B.C./ C.-B.	Parliamentarian/Parlementaire	24945	43.6	4658	8.2
British Columbia/Colombie-Britannique	Vancouver East/Vancouver-Est	59036	Mark Wiens Liberal/Libéral	Richmond, B.C./ C.-B.	Realtor/Courtier immobilier	20287	35.5		
British Columbia/Colombie-Britannique	Vancouver East/Vancouver-Est	59036	Lita Cabal Conservative/Conservateur	Surrey, B.C./ C.-B.	IT Business Analyst/Analyste commerciale en TI	10162	17.8		
British Columbia/Colombie-Britannique	Vancouver East/Vancouver-Est	59036	Nikida Steel Green Party/Parti Vert	Vancouver, B.C./ C.-B.	Social Worker/Travailleuse sociale	1099	1.9		
British Columbia/Colombie-Britannique	Vancouver East/Vancouver-Est	59036	Meghan Emily Murphy People's Party - PPC/Parti populaire - PPC	Vancouver, B.C./ C.-B.	Writer/Auteure	329	0.6		
